evidence_id,project_id,evidence_type,title,file_name,mime_type,file_size_bytes,sha256_hash,phash,capture_timestamp,gps_latitude,gps_longitude,gps_distance_to_project_m,device_make,device_model,source
EV-DEMO-00295,MPLADS-DEMO-000148,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-96,MPLADS-DEMO-000148_progress_stage.jpg,image/jpeg,404478,b734f9f5e4ddc170d7210d51dd40397708db15f66fdec9be1b13310f9675342e,d4fa8f26dcb1b4fa,2024-04-03 11:24:15,24.606803,73.732046,19.1,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00296,MPLADS-DEMO-000148,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-96,MPLADS-DEMO-000148_verification_stage.jpg,image/jpeg,315555,3ca2b8adde2e6046b4a7f77b7a2e90002e4e0e1fe8b10e8cf83d87d1a56a4122,f1ce6cd712b4547c,2024-07-03 15:42:10,24.607001,73.731825,24.1,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00297,MPLADS-DEMO-000149,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-152,MPLADS-DEMO-000149_progress_stage.jpg,image/jpeg,330452,842406f3b7c4579705b850a4a7a3e2bccbde46294c1152e9e30adec5abab5b44,5e2a1b13868301c0,2023-05-19 11:24:15,13.028725,77.591215,20.1,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-00298,MPLADS-DEMO-000149,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-152,MPLADS-DEMO-000149_verification_stage.jpg,image/jpeg,279420,75b71f7cc6ec33a3289ccfeed6ef9d49d8a3fb8ea0d080e058675a7f1c54c481,8df9b96d34affc7a,2023-07-24 15:42:10,13.028855,77.591129,9.3,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-00299,MPLADS-DEMO-000150,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-27,MPLADS-DEMO-000150_progress_stage.jpg,image/jpeg,263533,a0c1cf99dc0c12d5a974a83e5e96572e3b48b476e9a45656f653a0ca6ac3b853,97630d105d3450a3,2024-05-19 11:24:15,11.234503,75.829872,7.2,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00300,MPLADS-DEMO-000150,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-27,MPLADS-DEMO-000150_verification_stage.jpg,image/jpeg,355638,5645cba7c3948e9c5781a08f7ca0ae9e2f05a67a5e7c1100bd6d4adab27838c2,5b3f9d6f99029742,2024-10-08 15:42:10,11.234506,75.829933,3.4,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00301,MPLADS-DEMO-000151,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-10,MPLADS-DEMO-000151_progress_stage.jpg,image/jpeg,284489,33e33f8d80e881eaa04a480645d12044f74587014e134f849fa6ab4bd84a7564,a04459fe661380f3,2023-11-10 11:24:15,9.90592,78.082506,7.4,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00302,MPLADS-DEMO-000151,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-10,MPLADS-DEMO-000151_verification_stage.jpg,image/jpeg,468753,c5880fafee4618a7b8ea60d8477ea56d3bdb2fabc273dfb21885c7f272e1d738,8eb7ae2ff7179bf4,2024-01-14 15:42:10,9.905751,78.082652,20.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00303,MPLADS-DEMO-000152,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-10,MPLADS-DEMO-000152_progress_stage.jpg,image/jpeg,303275,1005bf8cb0a4194476f6e0cf9d0ef29c40f07a045cdba57df243988e9a17bb0c,3d7c9ec7081ab44d,2023-07-14 11:24:15,9.90623,78.082416,26.1,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00304,MPLADS-DEMO-000152,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-10,MPLADS-DEMO-000152_verification_stage.jpg,image/jpeg,412592,f1021af93ac9252eeae478f49a451144d0747224ba01388cb6e120fabfbb8f0a,350daad92245d358,2023-10-26 15:42:10,9.905899,78.082251,35.7,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00305,MPLADS-DEMO-000153,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-11,MPLADS-DEMO-000153_progress_stage.jpg,image/jpeg,288770,214620461b6506dc888d75dcfc68da6800f6213ccb03c019ac53ba13ee2e9351,9323f6a62ebe4832,2023-11-27 11:24:15,9.911063,78.138917,14.5,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00306,MPLADS-DEMO-000153,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-11,MPLADS-DEMO-000153_verification_stage.jpg,image/jpeg,240141,46c9b9a7f689e8da5ed66cf2fd7fbeef4780f07268b1fafdb6670f27e0d90cf3,eaabef5c6e09ff05,2024-04-05 15:42:10,9.911147,78.138582,24.2,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00307,MPLADS-DEMO-000154,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-11,MPLADS-DEMO-000154_progress_stage.jpg,image/jpeg,265221,5c6b4564eecfed26b4f0687a9a9339a2f88f55277c6d7e4f6921a451c6d863ac,82be5d12a34268c7,2023-03-01 11:24:15,9.911274,78.138793,7.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00308,MPLADS-DEMO-000154,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-Ward-11,MPLADS-DEMO-000154_verification_stage.jpg,image/jpeg,368616,c6ee52cc82fc2deaa8b8e64a220f87d9b747823067173d2b771f0072c92c88a3,25ece01b2ff83173,2023-05-04 15:42:10,9.9111,78.139087,34.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00309,MPLADS-DEMO-000155,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-12,MPLADS-DEMO-000155_progress_stage.jpg,image/jpeg,303813,8ced6f74249d0bccf2c9cfd9b46a642c418ea3fa869bba93e1404c04b8280201,4c168ced103e1e0f,2023-11-27 11:24:15,18.70025,78.128859,12.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00310,MPLADS-DEMO-000155,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-Ward-12,MPLADS-DEMO-000155_verification_stage.jpg,image/jpeg,315757,73ca785d1d0995f7607017191b2a327d37c67f0eb9853caf817d51693d22891e,11431fb18d11fe70,2024-02-23 15:42:10,18.699845,78.129005,38.1,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00311,MPLADS-DEMO-000156,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-12,MPLADS-DEMO-000156_progress_stage.jpg,image/jpeg,291621,2aa23bff5edfa3b18292ed40aab875f4171d65be82308d02b715dfa2454eea01,43b72a11d2087d68,2023-05-09 11:24:15,18.700285,78.128888,4.4,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00312,MPLADS-DEMO-000156,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-12,MPLADS-DEMO-000156_verification_stage.jpg,image/jpeg,376869,96cab3b2a62939f476e5bbcdf3488dc95c368825610270299fe88d399064feef,2530f650a67fc6db,2023-06-02 15:42:10,18.70033,78.128714,16.9,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00313,MPLADS-DEMO-000157,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-13,MPLADS-DEMO-000157_progress_stage.jpg,image/jpeg,244264,3167ee5680966dd0c78c795da91b083b32f12965aa473f50bfb2ee1eed6e8cea,29ccd1439089d67b,2024-02-09 11:24:15,21.184891,72.773235,10.4,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-00314,MPLADS-DEMO-000157,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-13,MPLADS-DEMO-000157_verification_stage.jpg,image/jpeg,366394,b0f744dfda44f294418cd4e3d5066847776e6b102e02b89ac3c7e7b9106c871f,74cfe1f6324951e4,2024-05-24 15:42:10,21.184615,72.773483,31.3,Realme,Realme 9 Pro,eSAKSHI Mobile App
EV-DEMO-00315,MPLADS-DEMO-000158,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-13,MPLADS-DEMO-000158_progress_stage.jpg,image/jpeg,287796,78a51874a53b537af0b509f31b95badd1cf54703248c631056eb9464d01c2013,b1084ec268f36bff,2023-04-24 11:24:15,21.185146,72.773309,18.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00316,MPLADS-DEMO-000158,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-13,MPLADS-DEMO-000158_verification_stage.jpg,image/jpeg,384474,f3a5d75ab51124ab90215ddf4d6beae72e222a4eaf59a1ab4f5f24e6cee31de5,ce4c41bc06c0f064,2023-06-16 15:42:10,21.184783,72.773482,28.6,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00317,MPLADS-DEMO-000159,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-14,MPLADS-DEMO-000159_progress_stage.jpg,image/jpeg,238546,131f5838e67dcbddfeb4bb9d869bd27a981d67d417815ed28942b04270fa62f2,051aab7076528aa1,2023-06-04 11:24:15,26.705635,83.36747,9.5,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00318,MPLADS-DEMO-000159,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-Ward-14,MPLADS-DEMO-000159_verification_stage.jpg,image/jpeg,355740,77b9585848aad1d81608da749c38a1be3ba5a791899d7579dcb2c27f5133d37d,a76d994bb2d9e2e1,2023-07-29 15:42:10,26.705909,83.367542,36.2,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00319,MPLADS-DEMO-000160,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-14,MPLADS-DEMO-000160_progress_stage.jpg,image/jpeg,183176,ff624acb232b1dd2a53bdf16affce087da90aea704841763bf259fa22eb0e3e6,e719b8a72d8d4b40,2023-09-10 11:24:15,26.705684,83.367493,14.4,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00320,MPLADS-DEMO-000160,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-14,MPLADS-DEMO-000160_verification_stage.jpg,image/jpeg,459367,24894500cd93f9bfed7862dcd682b469fac60b0f9d82044ad1519da391452be0,82b332fd720e3f2d,2024-01-13 15:42:10,26.705961,83.367509,19.8,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00321,MPLADS-DEMO-000161,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-15,MPLADS-DEMO-000161_progress_stage.jpg,image/jpeg,414703,add16132a1d38e1d25b0876292a19e48aa885a81fa8bbac069bd0c796913d42d,6414da4f468482ff,2024-01-25 11:24:15,11.235781,75.769681,24.6,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00322,MPLADS-DEMO-000161,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-15,MPLADS-DEMO-000161_verification_stage.jpg,image/jpeg,352992,0bb4011ce526deda283c5db5c2f56e9a350c50b0cbe3827adc857e31e2aefc97,b5bb172bdf9ff433,2024-05-01 15:42:10,11.235861,75.769294,34.8,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00323,MPLADS-DEMO-000162,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-Ward-15,MPLADS-DEMO-000162_progress_stage.jpg,image/jpeg,275047,d809bf4da43e58452f9d75ccb3cace452d2aa2ed6c0b65fb7272df5a834cacd8,e5068d13bba8906f,2023-05-06 11:24:15,11.235836,75.769407,17.2,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00324,MPLADS-DEMO-000162,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-Ward-15,MPLADS-DEMO-000162_verification_stage.jpg,image/jpeg,366669,4fee0fd3073a646de35ce5063a9cb90ca962c4761bf6c0b4df09241608f00239,2b15e2da971029da,2023-08-09 15:42:10,11.23588,75.769579,7.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00325,MPLADS-DEMO-000163,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-119,MPLADS-DEMO-000163_progress_stage.jpg,image/jpeg,381870,7588dec063942cdae4e5696c73dad19f8c9b34d71842baed9b9acf9c92773765,da6baa288cfe33bc,2024-04-12 11:24:15,11.241662,75.841684,6.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00326,MPLADS-DEMO-000163,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-119,MPLADS-DEMO-000163_verification_stage.jpg,image/jpeg,477092,95adb7d6a22c83e6ffa181afc3dc51df22373a5d37b1c3c4761eabf0262da1a7,791c95531abcc1af,2024-07-22 15:42:10,11.241827,75.841737,16.8,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00327,MPLADS-DEMO-000164,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-163,MPLADS-DEMO-000164_progress_stage.jpg,image/jpeg,238398,00bf63dc1f8e4e81555fc377214db9dc1fb02db7c5bc2e2385f3be7cf4cdce4f,0f1134d2dcee04d8,2024-06-16 11:24:15,26.890774,80.995292,9.7,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00328,MPLADS-DEMO-000164,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-163,MPLADS-DEMO-000164_verification_stage.jpg,image/jpeg,386570,42a1fa6fc7b3820767858a6ac06c8b95cdd2f57f371a195ee7e935a0544fd5e8,80a35730a45e9501,2024-09-16 15:42:10,26.890696,80.994947,33.1,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00329,MPLADS-DEMO-000165,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-183,MPLADS-DEMO-000165_progress_stage.jpg,image/jpeg,352454,d4d26c1bf051ce31a50525b46c54a328edbc90485f66b9becef20a579c228d61,79cd4cedd476d2dc,2024-04-09 11:24:15,13.035982,77.508325,22.9,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00330,MPLADS-DEMO-000165,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-183,MPLADS-DEMO-000165_verification_stage.jpg,image/jpeg,341583,d9aa1a301882989de6bdaf3018c0e64365b758849d0c23eecccc3a077776dfc0,eedbcc41f378533b,2024-06-18 15:42:10,13.035578,77.508637,36.1,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00331,MPLADS-DEMO-000166,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-20,MPLADS-DEMO-000166_progress_stage.jpg,image/jpeg,191611,409cbc795a17d5a89ddbe989c41069038fe9466029f6064e68638add3dbfb000,bb5e6722d5f066ae,2023-08-27 11:24:15,12.307806,76.58262,14.9,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00332,MPLADS-DEMO-000166,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-20,MPLADS-DEMO-000166_verification_stage.jpg,image/jpeg,283354,5e4fb13afa12e12d8ea555622d9599e953b9ffb5e884df5582655feeb975622f,8569c83e3fb3a7c5,2024-01-22 15:42:10,12.307586,76.582251,32.1,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00333,MPLADS-DEMO-000167,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-40,MPLADS-DEMO-000167_progress_stage.jpg,image/jpeg,184603,e367ccebecd650ad729eb03bfc784cf860b53ba9d21b85c50401346da2ab56e4,59ce8cfd8e09b24c,2024-08-05 11:24:15,25.266248,82.967481,16.9,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00334,MPLADS-DEMO-000167,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-40,MPLADS-DEMO-000167_verification_stage.jpg,image/jpeg,231427,16d899e9766110eead9397c6cf43e5c6464385840615a80a2b802c5e61e92822,3f185158ecbe8fda,2024-10-25 15:42:10,25.266151,82.967231,23.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00335,MPLADS-DEMO-000168,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-181,MPLADS-DEMO-000168_progress_stage.jpg,image/jpeg,300543,510149cd61296f6d44022bbb0e4df0615e6e2073cc8e64700fdd3a2dd35c8f2c,003fc12b25013b78,2024-07-20 11:24:15,21.195819,72.771319,3.7,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00336,MPLADS-DEMO-000168,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-181,MPLADS-DEMO-000168_verification_stage.jpg,image/jpeg,400093,0b4bc8a31bf3fe39c314bb67bb498bc63453b7267861690bcd7ccaafa72281f8,c65ad6e5019e9964,2024-11-06 15:42:10,21.195665,72.771305,14.9,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00337,MPLADS-DEMO-000169,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-8,MPLADS-DEMO-000169_progress_stage.jpg,image/jpeg,260940,f439cbbf64f3ec7f89b09fb5d03d3044fd4ffa270d3ac734c71fbee5fd568034,7ff7bc0233ad09ad,2023-11-05 11:24:15,26.819555,83.419143,25.4,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00338,MPLADS-DEMO-000169,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-8,MPLADS-DEMO-000169_verification_stage.jpg,image/jpeg,350144,fbc241fb892a13e02dae8dc5b61ce1094a088acfe18fe5a3a95fae4c548230d8,6986e2f21c0a73e8,2023-12-15 15:42:10,26.819381,83.419253,4.6,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00339,MPLADS-DEMO-000170,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-96,MPLADS-DEMO-000170_progress_stage.jpg,image/jpeg,311297,efe9c6438f83869c01cafbe10a74e21b01f7b5b4cabce016dda7275377d82f3e,d554bbb324281ca3,2024-05-11 11:24:15,18.544706,73.913466,16.0,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00340,MPLADS-DEMO-000170,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-96,MPLADS-DEMO-000170_verification_stage.jpg,image/jpeg,377772,9ba95f2c627d0c769a628e586183ed82f0a2f0cbe3f7178a368fba4636e4ac23,93383dc666662e03,2024-08-07 15:42:10,18.54477,73.913362,29.0,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00341,MPLADS-DEMO-000171,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-85,MPLADS-DEMO-000171_progress_stage.jpg,image/jpeg,391283,64dd7924a19c12b5a1edb715603102cffd2e779350f8302c3028aacd26f9f062,4c00ee0c95124697,2024-06-05 11:24:15,18.623579,78.151675,18.6,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00342,MPLADS-DEMO-000171,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-85,MPLADS-DEMO-000171_verification_stage.jpg,image/jpeg,338289,9b64bac20fe5a1dd9e68197022b422abfa69c3d686a5eb01171fd2e8772f71c0,358170b21eeb9a47,2024-08-01 15:42:10,18.623193,78.151548,26.7,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00343,MPLADS-DEMO-000172,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-48,MPLADS-DEMO-000172_progress_stage.jpg,image/jpeg,188160,bcad5155ae836f1bee21b6e875e8e42eb91bd3a08aa88df1f74a0c7f0354ed35,7fd819c030033c09,2023-07-20 11:24:15,19.968115,73.782938,22.1,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00344,MPLADS-DEMO-000172,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-48,MPLADS-DEMO-000172_verification_stage.jpg,image/jpeg,407522,1789cfc4e27e52233def3a31ed825ef2ea447d1cc756583b07b7e45bffdd9b6d,626b39316053eee8,2023-12-02 15:42:10,19.968334,73.782915,17.0,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00345,MPLADS-DEMO-000173,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-36,MPLADS-DEMO-000173_progress_stage.jpg,image/jpeg,290097,52a65592fb46c46d66cd96a59a7f09c0c1f742810505a66ff339d986b380d3b3,48ffcebfc549ec3a,2023-12-28 11:24:15,21.159804,72.849511,18.0,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00346,MPLADS-DEMO-000173,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-36,MPLADS-DEMO-000173_verification_stage.jpg,image/jpeg,319988,482b527bb33f6f18ccb15c0dec14e3a0a08c518ae7caed63db7b545ebba831fd,31136e078f5c8e06,2024-04-29 15:42:10,21.159689,72.849902,26.7,Apple,iPhone 13,eSAKSHI Mobile App
EV-DEMO-00347,MPLADS-DEMO-000174,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-145,MPLADS-DEMO-000174_progress_stage.jpg,image/jpeg,285606,4f7865bc5579e54a51d485fccb4a00cfd2e84953aa86f2a60774ac9c2f2b1961,99754c4159a9dd20,2023-04-14 11:24:15,18.672688,78.079391,25.0,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00348,MPLADS-DEMO-000174,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-145,MPLADS-DEMO-000174_verification_stage.jpg,image/jpeg,255325,40d79e911d3f5a2588ba6b842481ecde71d27686675783f95d5d1fb9f4b43d82,518a2a3edf464515,2023-06-03 15:42:10,18.673017,78.079418,29.2,Samsung,SM-A525F,eSAKSHI Mobile App
EV-DEMO-00349,MPLADS-DEMO-000175,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-41,MPLADS-DEMO-000175_progress_stage.jpg,image/jpeg,414231,194596a35e6c716eda3207a0507d53dc551a126fd7f79c988426f1e819a74495,8094e08768e9499a,2024-03-04 11:24:15,17.91711,79.614504,21.5,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00350,MPLADS-DEMO-000175,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-41,MPLADS-DEMO-000175_verification_stage.jpg,image/jpeg,472486,1ecd7ee438fc0a258cadf75b5d6d5ab59c35f1f74986a02897f76f747be3a990,5ce7c2c8e3d34512,2024-08-03 15:42:10,17.917076,79.614473,17.8,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00351,MPLADS-DEMO-000176,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-189,MPLADS-DEMO-000176_progress_stage.jpg,image/jpeg,395830,4cb8e7f993c3ec04d299ab29c034ad9ce33d78f6abddefb665fb1126eda0dc1e,9c306986dba25dae,2023-12-27 11:24:15,20.023303,73.843772,20.4,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00352,MPLADS-DEMO-000176,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-189,MPLADS-DEMO-000176_verification_stage.jpg,image/jpeg,427222,e262eaadbaa6283b9f257f3e9ceb74fba2037571a24ebcd17811b0fa10f6606b,48cb0e31e36e2e4f,2024-03-19 15:42:10,20.023384,73.843655,21.8,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00353,MPLADS-DEMO-000177,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-24,MPLADS-DEMO-000177_progress_stage.jpg,image/jpeg,290207,78df271fac58b2f474fa298bb5e623c61a3ffcd242403f0e18ec22e01d417e0d,16bbb4cf18f924ea,2024-07-13 11:24:15,19.939839,73.802825,20.4,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00354,MPLADS-DEMO-000177,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-24,MPLADS-DEMO-000177_verification_stage.jpg,image/jpeg,285713,e61a089492104f93aea0f28c2d6de2216dd30aaad43dac142372c6caefd592ff,32a4c95a36c0e6d6,2024-08-21 15:42:10,19.939643,73.802992,17.9,OnePlus,Nord CE 2,eSAKSHI Mobile App
EV-DEMO-00355,MPLADS-DEMO-000178,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-199,MPLADS-DEMO-000178_progress_stage.jpg,image/jpeg,311750,17fdc2866dd53226fc1d579d4fa18e569f4fc4b450ce3d8edf9538d58480ed7b,1c47e12228beb98c,2024-08-14 11:24:15,22.25331,70.805598,2.3,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00356,MPLADS-DEMO-000178,SITE_IMAGE,Geo-tagged Asset Verification Photograph - Village-199,MPLADS-DEMO-000178_verification_stage.jpg,image/jpeg,299791,8a35628806ef3baabe5cb766ea773b8f9b17fde8181190b987dfcce02f56d5f2,0a90eb1ba6603b06,2024-11-10 15:42:10,22.253036,70.805409,38.2,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00357,MPLADS-DEMO-000179,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-164,MPLADS-DEMO-000179_progress_stage.jpg,image/jpeg,189414,afddef2a173b6cb56e7d66c6939fbdb0316e7a7658d7e436096d042f68bbca86,5f80cdd52f1d5ae7,2024-07-04 11:24:15,20.057458,73.809222,8.6,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00358,MPLADS-DEMO-000179,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-164,MPLADS-DEMO-000179_verification_stage.jpg,image/jpeg,434611,e81cd2011ed6086f36d28abb6a02f2d3e8b52bf1ead7f1425fd27bc7d8f3114e,fd561dd4c3c91346,2024-10-27 15:42:10,20.057574,73.809351,26.6,Xiaomi,Redmi Note 11,eSAKSHI Mobile App
EV-DEMO-00359,MPLADS-DEMO-000180,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-33,MPLADS-DEMO-000180_progress_stage.jpg,image/jpeg,344544,f7e2d404737e118301cec7baf1b811dd58b9886e68b020299a94bc8c551eb64a,f48b53af17d1a45f,2024-04-01 11:24:15,11.217051,75.71572,19.0,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00360,MPLADS-DEMO-000180,COMPLETION_PHOTO,Geo-tagged Asset Verification Photograph - Village-33,MPLADS-DEMO-000180_verification_stage.jpg,image/jpeg,357098,cd456c264ae7c594c2865c2d6dbb3de36c11b262fd2980cf9d273303e4cb79ed,3b08efbeeb795c22,2024-07-29 15:42:10,11.216871,75.715737,11.8,Vivo,Vivo V23 5G,eSAKSHI Mobile App
EV-DEMO-00361,MPLADS-DEMO-000181,PROGRESS_PHOTO,Site Inspection Photograph - Construction Stage - Village-85,MPLADS-DEMO-000181_progress_stage.jpg,image/jpeg,198507,5b09410570912f0708472134ec855c66ad7e3a0c9d0945983d0e4aa730bfe46c,9d8ab392e9b37cd8,2023-05-18 11:24:15,21.177727,79.05422,9.1,Realme,Realme 9 Pro,eSAKSHI Mobile App
