tender_id,project_id,tender_title,tender_reference_no,procurement_method,tender_stage,publishing_date,closing_date,award_date,estimated_tender_value,awarded_contract_value,winning_contractor_id,winning_contractor_name,bidder_count,status
TENDER-DEMO-00414,MPLADS-DEMO-000207,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-146,WO/VAR/2024/0415,E-Procurement,Work Order Issued,2024-02-24,2024-03-07,2024-03-10,1560000.0,1560000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00415,MPLADS-DEMO-000208,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-71,NIT/Pan/AHM/2023/0416,Open Tender,Notice Inviting Tender (NIT),2023-02-26,2023-03-12,2023-03-20,1824087.75,1800000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00416,MPLADS-DEMO-000208,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-71,WO/AHM/2023/0417,E-Procurement,Work Order Issued,2023-03-12,2023-03-23,2023-03-25,1800000.0,1800000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00417,MPLADS-DEMO-000209,Procurement for Construction of Multipurpose Community Hall at Village Village-137,NIT/Min/IND/2023/0418,Open Tender,Notice Inviting Tender (NIT),2023-10-18,2023-10-31,2023-11-10,1237848.87,1210000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00418,MPLADS-DEMO-000209,Procurement for Construction of Multipurpose Community Hall at Village Village-137,WO/IND/2023/0419,E-Procurement,Work Order Issued,2023-11-02,2023-11-08,2023-11-15,1210000.0,1210000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00419,MPLADS-DEMO-000210,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-34,NIT/Pan/CUT/2023/0420,E-Procurement,Notice Inviting Tender (NIT),2023-06-22,2023-07-09,2023-07-14,3844215.52,3760000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00420,MPLADS-DEMO-000210,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-34,WO/CUT/2023/0421,E-Procurement,Work Order Issued,2023-07-12,2023-07-18,2023-07-22,3760000.0,3760000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00421,MPLADS-DEMO-000211,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-88,NIT/Rur/CUT/2024/0422,E-Procurement,Notice Inviting Tender (NIT),2024-03-20,2024-04-08,2024-04-15,2383619.87,2280000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00422,MPLADS-DEMO-000211,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-88,WO/CUT/2024/0423,E-Procurement,Work Order Issued,2024-04-06,2024-04-13,2024-04-18,2280000.0,2280000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00423,MPLADS-DEMO-000212,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-151,NIT/Min/VAR/2024/0424,E-Procurement,Notice Inviting Tender (NIT),2024-02-02,2024-02-21,2024-03-03,1967245.43,1890000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00424,MPLADS-DEMO-000212,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-151,WO/VAR/2024/0425,E-Procurement,Work Order Issued,2024-02-24,2024-03-01,2024-03-07,1890000.0,1890000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00425,MPLADS-DEMO-000213,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-98,NIT/Mun/NAG/2023/0426,Open Tender,Notice Inviting Tender (NIT),2023-11-23,2023-12-05,2023-12-15,1826783.73,1790000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00426,MPLADS-DEMO-000213,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-98,WO/NAG/2023/0427,E-Procurement,Work Order Issued,2023-12-10,2023-12-17,2023-12-21,1790000.0,1790000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00427,MPLADS-DEMO-000214,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-180,NIT/Mun/GOR/2023/0428,Open Tender,Notice Inviting Tender (NIT),2023-06-11,2023-06-25,2023-06-30,682480.24,660000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00428,MPLADS-DEMO-000214,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-180,WO/GOR/2023/0429,E-Procurement,Work Order Issued,2023-06-22,2023-06-29,2023-07-02,660000.0,660000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00429,MPLADS-DEMO-000215,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-76,NIT/Min/VAR/2023/0430,E-Procurement,Notice Inviting Tender (NIT),2023-05-11,2023-05-23,2023-05-31,1731055.67,1730000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00430,MPLADS-DEMO-000215,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-76,WO/VAR/2023/0431,E-Procurement,Work Order Issued,2023-05-18,2023-05-29,2023-06-04,1730000.0,1730000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00431,MPLADS-DEMO-000216,Procurement for Installation of Community RO Water Purification Plant at Village-200,NIT/Pub/BEN/2023/0432,Open Tender,Notice Inviting Tender (NIT),2023-09-21,2023-10-07,2023-10-12,692539.05,660000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00432,MPLADS-DEMO-000216,Procurement for Installation of Community RO Water Purification Plant at Village-200,WO/BEN/2023/0433,E-Procurement,Work Order Issued,2023-09-26,2023-10-07,2023-10-14,660000.0,660000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00433,MPLADS-DEMO-000217,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-174,NIT/Dis/KHO/2023/0434,E-Procurement,Notice Inviting Tender (NIT),2023-01-23,2023-02-09,2023-02-20,2808811.46,2680000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00434,MPLADS-DEMO-000217,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-174,WO/KHO/2023/0435,E-Procurement,Work Order Issued,2023-02-03,2023-02-10,2023-02-17,2680000.0,2680000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00435,MPLADS-DEMO-000218,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-96,NIT/Rur/CUT/2024/0436,E-Procurement,Notice Inviting Tender (NIT),2024-04-03,2024-04-17,2024-04-25,2866246.77,2820000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00436,MPLADS-DEMO-000218,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-96,WO/CUT/2024/0437,E-Procurement,Work Order Issued,2024-04-14,2024-04-24,2024-05-01,2820000.0,2820000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00437,MPLADS-DEMO-000219,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-41,NIT/Pan/ERN/2023/0438,Open Tender,Notice Inviting Tender (NIT),2023-05-03,2023-05-21,2023-05-28,3108804.67,3030000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00438,MPLADS-DEMO-000219,Procurement for Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-41,WO/ERN/2023/0439,E-Procurement,Work Order Issued,2023-05-16,2023-05-25,2023-05-27,3030000.0,3030000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00439,MPLADS-DEMO-000220,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-12,NIT/Min/NAG/2024/0440,E-Procurement,Notice Inviting Tender (NIT),2024-02-13,2024-02-29,2024-03-06,954327.8,910000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00440,MPLADS-DEMO-000220,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-12,WO/NAG/2024/0441,E-Procurement,Work Order Issued,2024-02-29,2024-03-10,2024-03-12,910000.0,910000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00441,MPLADS-DEMO-000221,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-89,NIT/Pan/KOZ/2023/0442,E-Procurement,Notice Inviting Tender (NIT),2023-11-22,2023-12-08,2023-12-18,1007933.88,990000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00442,MPLADS-DEMO-000221,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-89,WO/KOZ/2023/0443,E-Procurement,Work Order Issued,2023-12-02,2023-12-11,2023-12-13,990000.0,990000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00443,MPLADS-DEMO-000222,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-20,NIT/Pan/KHO/2023/0444,Open Tender,Notice Inviting Tender (NIT),2023-05-20,2023-06-08,2023-06-19,1124625.85,1120000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00444,MPLADS-DEMO-000222,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-20,WO/KHO/2023/0445,E-Procurement,Work Order Issued,2023-06-11,2023-06-16,2023-06-22,1120000.0,1120000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00445,MPLADS-DEMO-000223,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-23,NIT/Pub/NIZ/2023/0446,Open Tender,Notice Inviting Tender (NIT),2023-01-14,2023-01-30,2023-02-05,585413.26,570000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00446,MPLADS-DEMO-000223,Procurement for Supply and Erection of 30 Standalone Solar Street Lights in Village-23,WO/NIZ/2023/0447,E-Procurement,Work Order Issued,2023-02-03,2023-02-13,2023-02-19,570000.0,570000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00447,MPLADS-DEMO-000224,Procurement for Construction of Open Air Gymnasium and Seating Area at Village-131,NIT/Min/KAR/2023/0448,E-Procurement,Notice Inviting Tender (NIT),2023-02-14,2023-02-25,2023-03-06,1226057.23,1180000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00448,MPLADS-DEMO-000224,Procurement for Construction of Open Air Gymnasium and Seating Area at Village-131,WO/KAR/2023/0449,E-Procurement,Work Order Issued,2023-03-04,2023-03-11,2023-03-14,1180000.0,1180000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00449,MPLADS-DEMO-000225,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-30,NIT/Pub/UDA/2024/0450,Open Tender,Notice Inviting Tender (NIT),2024-05-30,2024-06-17,2024-06-26,1023822.89,1000000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00450,MPLADS-DEMO-000225,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-30,WO/UDA/2024/0451,E-Procurement,Work Order Issued,2024-06-16,2024-06-23,2024-06-28,1000000.0,1000000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00451,MPLADS-DEMO-000226,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-36,NIT/Min/AHM/2023/0452,E-Procurement,Notice Inviting Tender (NIT),2023-04-20,2023-04-30,2023-05-05,1355296.99,1320000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00452,MPLADS-DEMO-000226,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-36,WO/AHM/2023/0453,E-Procurement,Work Order Issued,2023-05-01,2023-05-12,2023-05-17,1320000.0,1320000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00453,MPLADS-DEMO-000227,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-12,NIT/Pub/JOD/2024/0454,Open Tender,Notice Inviting Tender (NIT),2023-12-23,2024-01-02,2024-01-08,1775595.12,1710000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00454,MPLADS-DEMO-000227,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-12,WO/JOD/2024/0455,E-Procurement,Work Order Issued,2024-01-03,2024-01-09,2024-01-11,1710000.0,1710000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00455,MPLADS-DEMO-000228,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-131,NIT/Pan/DHA/2023/0456,Open Tender,Notice Inviting Tender (NIT),2023-03-20,2023-04-08,2023-04-18,1847015.64,1780000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00456,MPLADS-DEMO-000228,Procurement for Setup of Science Laboratory and Learning Resource Center in Village-131,WO/DHA/2023/0457,E-Procurement,Work Order Issued,2023-04-04,2023-04-10,2023-04-15,1780000.0,1780000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00457,MPLADS-DEMO-000229,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-196,NIT/Min/BHO/2023/0458,Open Tender,Notice Inviting Tender (NIT),2023-03-30,2023-04-18,2023-04-27,798341.92,810000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00458,MPLADS-DEMO-000229,Procurement for Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-196,WO/BHO/2023/0459,E-Procurement,Work Order Issued,2023-04-05,2023-04-15,2023-04-17,810000.0,810000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00459,MPLADS-DEMO-000230,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-183,NIT/Mun/DHA/2023/0460,Open Tender,Notice Inviting Tender (NIT),2023-06-19,2023-07-05,2023-07-12,1113231.1,1070000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,7,Completed
TENDER-DEMO-00460,MPLADS-DEMO-000230,Procurement for Desilting and Deepening of Traditional Village Water Reservoir in Village-183,WO/DHA/2023/0461,E-Procurement,Work Order Issued,2023-07-06,2023-07-18,2023-07-25,1070000.0,1070000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00461,MPLADS-DEMO-000231,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-182,NIT/Mun/ERN/2024/0462,Open Tender,Notice Inviting Tender (NIT),2024-01-25,2024-02-14,2024-02-21,1583468.72,1610000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00462,MPLADS-DEMO-000231,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-182,WO/ERN/2024/0463,E-Procurement,Work Order Issued,2024-02-13,2024-02-22,2024-02-26,1610000.0,1610000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00463,MPLADS-DEMO-000232,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-38,NIT/Mun/NAG/2023/0464,E-Procurement,Notice Inviting Tender (NIT),2023-06-25,2023-07-12,2023-07-24,2102856.38,2080000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00464,MPLADS-DEMO-000232,Procurement for Renovation and Expansion of Village Panchayat Bhavan in Village-38,WO/NAG/2023/0465,E-Procurement,Work Order Issued,2023-07-03,2023-07-10,2023-07-12,2080000.0,2080000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00465,MPLADS-DEMO-000233,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-27,NIT/Min/AHM/2023/0466,Open Tender,Notice Inviting Tender (NIT),2023-05-19,2023-05-31,2023-06-11,1829131.53,1770000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00466,MPLADS-DEMO-000233,Procurement for Construction of Culvert and Cross-Drainage Structure on Link Road Village-27,WO/AHM/2023/0467,E-Procurement,Work Order Issued,2023-06-10,2023-06-17,2023-06-21,1770000.0,1770000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00467,MPLADS-DEMO-000234,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-4,NIT/Rur/JOD/2024/0468,E-Procurement,Notice Inviting Tender (NIT),2024-02-01,2024-02-19,2024-02-25,753513.6,730000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00468,MPLADS-DEMO-000234,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-4,WO/JOD/2024/0469,E-Procurement,Work Order Issued,2024-02-05,2024-02-16,2024-02-18,730000.0,730000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00469,MPLADS-DEMO-000235,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-175,NIT/Pub/JAI/2023/0470,Open Tender,Notice Inviting Tender (NIT),2023-06-16,2023-07-05,2023-07-11,1395681.19,1350000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,5,Completed
TENDER-DEMO-00470,MPLADS-DEMO-000235,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-175,WO/JAI/2023/0471,E-Procurement,Work Order Issued,2023-06-25,2023-07-06,2023-07-12,1350000.0,1350000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00471,MPLADS-DEMO-000236,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-11,NIT/Pub/JOD/2024/0472,Open Tender,Notice Inviting Tender (NIT),2024-03-31,2024-04-11,2024-04-19,755356.97,760000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00472,MPLADS-DEMO-000236,Procurement for Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-11,WO/JOD/2024/0473,E-Procurement,Work Order Issued,2024-04-17,2024-04-23,2024-04-26,760000.0,760000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00473,MPLADS-DEMO-000237,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-135,NIT/Dis/NIZ/2023/0474,Open Tender,Notice Inviting Tender (NIT),2023-11-03,2023-11-18,2023-11-25,1073717.96,1080000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00474,MPLADS-DEMO-000237,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-135,WO/NIZ/2023/0475,E-Procurement,Work Order Issued,2023-11-16,2023-11-28,2023-12-04,1080000.0,1080000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00475,MPLADS-DEMO-000238,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-56,NIT/Min/JOD/2023/0476,Open Tender,Notice Inviting Tender (NIT),2023-12-10,2023-12-27,2024-01-01,4603813.61,4630000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00476,MPLADS-DEMO-000238,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-56,WO/JOD/2023/0477,E-Procurement,Work Order Issued,2023-12-21,2023-12-27,2024-01-02,4630000.0,4630000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00477,MPLADS-DEMO-000239,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-11,NIT/Mun/MAD/2023/0478,Open Tender,Notice Inviting Tender (NIT),2023-06-03,2023-06-13,2023-06-24,513699.37,520000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,6,Completed
TENDER-DEMO-00478,MPLADS-DEMO-000239,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-11,WO/MAD/2023/0479,E-Procurement,Work Order Issued,2023-06-13,2023-06-23,2023-06-26,520000.0,520000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00479,MPLADS-DEMO-000240,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-76,NIT/Rur/JAB/2024/0480,Open Tender,Notice Inviting Tender (NIT),2024-05-11,2024-05-28,2024-06-07,2727123.62,2710000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00480,MPLADS-DEMO-000240,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-76,WO/JAB/2024/0481,E-Procurement,Work Order Issued,2024-05-28,2024-06-09,2024-06-11,2710000.0,2710000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00481,MPLADS-DEMO-000241,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-27,NIT/Dis/KHO/2024/0482,E-Procurement,Notice Inviting Tender (NIT),2024-05-04,2024-05-18,2024-05-27,1981668.97,1940000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,4,Completed
TENDER-DEMO-00482,MPLADS-DEMO-000241,Procurement for Supply of Diagnostic Medical Equipment and Patient Beds to Rural Clinic in Village-27,WO/KHO/2024/0483,E-Procurement,Work Order Issued,2024-05-23,2024-05-28,2024-05-31,1940000.0,1940000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00483,MPLADS-DEMO-000242,Procurement for Construction of Multipurpose Community Hall at Village Village-14,NIT/Dis/AHM/2023/0484,E-Procurement,Notice Inviting Tender (NIT),2023-06-09,2023-06-23,2023-06-28,1352068.99,1290000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,3,Completed
TENDER-DEMO-00484,MPLADS-DEMO-000242,Procurement for Construction of Multipurpose Community Hall at Village Village-14,WO/AHM/2023/0485,E-Procurement,Work Order Issued,2023-06-27,2023-07-06,2023-07-10,1290000.0,1290000.0,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,1,Awarded
TENDER-DEMO-00485,MPLADS-DEMO-000243,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-137,NIT/Min/RAJ/2024/0486,Open Tender,Notice Inviting Tender (NIT),2024-01-10,2024-01-23,2024-02-04,1551174.02,1560000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,5,Completed
TENDER-DEMO-00486,MPLADS-DEMO-000243,Procurement for Construction of Additional Classrooms at Govt Senior Secondary School Village-137,WO/RAJ/2024/0487,E-Procurement,Work Order Issued,2024-01-15,2024-01-26,2024-01-31,1560000.0,1560000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
TENDER-DEMO-00487,MPLADS-DEMO-000244,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-73,NIT/Min/JAI/2023/0488,Open Tender,Notice Inviting Tender (NIT),2023-04-15,2023-04-27,2023-05-09,722304.91,700000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,6,Completed
TENDER-DEMO-00488,MPLADS-DEMO-000244,Procurement for Installation of Solar LED High-Mast Lighting System at Market Yard Village-73,WO/JAI/2023/0489,E-Procurement,Work Order Issued,2023-04-26,2023-05-03,2023-05-05,700000.0,700000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
TENDER-DEMO-00489,MPLADS-DEMO-000245,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-3,NIT/Min/PUN/2023/0490,Open Tender,Notice Inviting Tender (NIT),2023-08-08,2023-08-20,2023-08-26,2947367.75,2830000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,7,Completed
TENDER-DEMO-00490,MPLADS-DEMO-000245,Procurement for Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-3,WO/PUN/2023/0491,E-Procurement,Work Order Issued,2023-08-17,2023-08-23,2023-08-30,2830000.0,2830000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
TENDER-DEMO-00491,MPLADS-DEMO-000246,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-166,NIT/Mun/UDA/2023/0492,E-Procurement,Notice Inviting Tender (NIT),2023-04-24,2023-05-08,2023-05-19,1021773.77,1030000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,7,Completed
TENDER-DEMO-00492,MPLADS-DEMO-000246,Procurement for Laying of Underground Drinking Water Pipeline Distribution in Village-166,WO/UDA/2023/0493,E-Procurement,Work Order Issued,2023-05-03,2023-05-15,2023-05-22,1030000.0,1030000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
TENDER-DEMO-00493,MPLADS-DEMO-000247,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-19,NIT/Rur/JAB/2024/0494,Open Tender,Notice Inviting Tender (NIT),2024-05-22,2024-06-04,2024-06-15,1373672.32,1320000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,4,Completed
TENDER-DEMO-00494,MPLADS-DEMO-000247,Procurement for Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-19,WO/JAB/2024/0495,E-Procurement,Work Order Issued,2024-06-14,2024-06-20,2024-06-26,1320000.0,1320000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
TENDER-DEMO-00495,MPLADS-DEMO-000248,Procurement for Construction of Cement Concrete (CC) Road and Drain Channel at Village-50,NIT/Dis/NAG/2023/0496,Open Tender,Notice Inviting Tender (NIT),2023-04-20,2023-05-08,2023-05-18,3197229.54,3170000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,5,Completed
TENDER-DEMO-00496,MPLADS-DEMO-000248,Procurement for Construction of Cement Concrete (CC) Road and Drain Channel at Village-50,WO/NAG/2023/0497,E-Procurement,Work Order Issued,2023-04-28,2023-05-10,2023-05-17,3170000.0,3170000.0,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,1,Awarded
