project_id,dataset_version,data_source_type,source_basis,state,district,constituency,mp_name,sector,title,description,block,village,latitude,longitude,has_valid_coords,sanctioned_amount,estimated_cost,expenditure,unspent_balance,recommendation_date,sanction_date,start_date,completion_date,status,contractor_id,contractor_name,implementing_agency
MPLADS-DEMO-000288,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Jabalpur,Jabalpur,Representative Jabalpur (Simulated),Drinking Water & Sanitation,Construction of Public Sanitation Facility and Bathing Block in Village-152,Construction of Public Sanitation Facility and Bathing Block in Village-152. Execution by authorized implementing agency following standard technical specifications.,Block-3,Village-152,23.194186,80.003436,True,1100000.0,1133201.85,935049.27,164950.73,2023-12-08,2024-01-10,2024-02-16,2024-06-28,Completed,CONTRACTOR-DEMO-0026,Gitanjali Buildcon Pvt Ltd,Panchayati Raj Engineering Division
MPLADS-DEMO-000289,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Rural Connectivity & Roads,Construction of Culvert and Cross-Drainage Structure on Link Road Village-67,Construction of Culvert and Cross-Drainage Structure on Link Road Village-67. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-67,26.867643,75.723672,True,2530000.0,2593832.87,2390920.06,139079.94,2023-07-10,2023-08-11,2023-09-25,2024-04-12,Completed,CONTRACTOR-DEMO-0197,Universal Infrastructure Ltd,Panchayati Raj Engineering Division
MPLADS-DEMO-000290,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-75,Renovation and Expansion of Village Panchayat Bhavan in Village-75. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-75,26.92501,75.82588,True,2800000.0,2771696.23,2365157.9,434842.1,2023-10-29,2023-12-09,2024-01-18,,In Progress,CONTRACTOR-DEMO-0187,Balaji Engineering Works,Minor Irrigation Division
MPLADS-DEMO-000291,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Tamil Nadu,Salem,Salem,Representative Salem (Simulated),Education & Schools,Setup of Science Laboratory and Learning Resource Center in Village-57,Setup of Science Laboratory and Learning Resource Center in Village-57. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-57,11.633487,78.135891,True,1200000.0,1201594.57,1120788.7,79211.3,2023-11-24,2023-12-25,2024-01-27,2024-08-25,Completed,CONTRACTOR-DEMO-0072,Sai Rural Developers,Panchayati Raj Engineering Division
MPLADS-DEMO-000292,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Varanasi,Representative Varanasi (Simulated),Irrigation & Water Conservation,Construction of Check Dam and Water Harvesting Percolation Tank at Village-47,Construction of Check Dam and Water Harvesting Percolation Tank at Village-47. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-47,25.270361,82.923246,True,1680000.0,1695822.83,1365152.63,314847.37,2023-11-29,2024-01-13,2024-02-09,2024-06-01,Completed,CONTRACTOR-DEMO-0016,Om Buildcon Pvt Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000293,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Rajkot,Representative Rajkot (Simulated),Drinking Water & Sanitation,Installation of Community RO Water Purification Plant at Village-73,Installation of Community RO Water Purification Plant at Village-73. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-73,22.273895,70.830175,True,1060000.0,1018295.71,816990.02,243009.98,2023-01-22,2023-03-08,2023-04-05,2023-09-06,Completed,CONTRACTOR-DEMO-0131,Panchsheel Rural Developers,District Rural Development Agency (DRDA)
MPLADS-DEMO-000294,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Jabalpur,Jabalpur,Representative Jabalpur (Simulated),Healthcare Infrastructure,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-85,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-85. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-85,23.126929,80.018974,True,2170000.0,2092928.26,2014628.37,155371.63,2023-02-20,2023-04-05,2023-05-01,,In Progress,CONTRACTOR-DEMO-0068,National Civil Projects,Panchayati Raj Engineering Division
MPLADS-DEMO-000295,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Karimnagar,Karimnagar,Representative Karimnagar (Simulated),Community Infrastructure,Construction of Multipurpose Community Hall at Village Village-197,Construction of Multipurpose Community Hall at Village Village-197. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-197,18.466509,79.113824,True,1760000.0,1724400.44,1722587.93,37412.07,2023-04-26,2023-06-08,2023-06-29,2023-11-04,Completed,CONTRACTOR-DEMO-0125,Samriddhi Contractors,Panchayati Raj Engineering Division
MPLADS-DEMO-000296,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Kerala,Wayanad,Wayanad,Representative Wayanad (Simulated),Rural Connectivity & Roads,Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-41,Upgradation of Rural Link Road connecting Hamlet to Main Highway at Village-41. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-41,11.702191,76.072484,True,2820000.0,2764347.35,2529144.08,290855.92,2023-04-26,2023-06-02,2023-06-20,2023-10-28,Completed,CONTRACTOR-DEMO-0032,Golden Rural Developers,Rural Engineering Service (RES)
MPLADS-DEMO-000297,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Tamil Nadu,Salem,Salem,Representative Salem (Simulated),Education & Schools,Construction of Separate Girls Toilet and Wash Area in Govt High School Village-4,Construction of Separate Girls Toilet and Wash Area in Govt High School Village-4. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-4,11.621057,78.116893,True,570000.0,565248.86,459369.01,110630.99,2024-05-25,2024-06-10,2024-07-25,,In Progress,CONTRACTOR-DEMO-0043,Panchsheel Engineers & Builders,District Rural Development Agency (DRDA)
MPLADS-DEMO-000298,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Warangal,Warangal,Representative Warangal (Simulated),Community Infrastructure,Development of Public Recreation Shed and Boundary Wall in Village-41,Development of Public Recreation Shed and Boundary Wall in Village-41. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-41,17.968889,79.618273,True,1330000.0,1375842.31,1302474.07,27525.93,2023-12-01,2023-12-18,2024-01-05,2024-04-28,Completed,CONTRACTOR-DEMO-0183,Shree Ganesh Infra Solutions,Municipal Corporation Public Works
MPLADS-DEMO-000299,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Nizamabad,Nizamabad,Representative Nizamabad (Simulated),Community Infrastructure,Development of Public Recreation Shed and Boundary Wall in Village-125,Development of Public Recreation Shed and Boundary Wall in Village-125. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-125,18.637748,78.156718,True,1720000.0,1755321.58,1608665.84,111334.16,2023-08-27,2023-09-22,2023-10-08,2024-03-22,Completed,CONTRACTOR-DEMO-0189,Balaji Engineers & Builders,Rural Engineering Service (RES)
MPLADS-DEMO-000300,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Gorakhpur,Gorakhpur,Representative Gorakhpur (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-181,Renovation and Expansion of Village Panchayat Bhavan in Village-181. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-181,26.752475,83.346513,True,2650000.0,2584232.48,2101248.99,548751.01,2023-07-12,2023-08-15,2023-09-28,,In Progress,CONTRACTOR-DEMO-0157,Surya Shakti Infra Solutions,Municipal Corporation Public Works
MPLADS-DEMO-000301,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Nashik,Representative Nashik (Simulated),Community Infrastructure,Paver block road and drain construction Part 1 at Village-Sundarpur,Paver block road and drain construction Part 1 at Village-Sundarpur under rural scheme.,Block-1,Village-Sundarpur,19.970937,73.759035,True,485000.0,485000.0,485000.0,0.0,2023-08-24,2023-09-10,2023-09-20,2024-05-20,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPLADS-DEMO-000302,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Jodhpur,Representative Jodhpur (Simulated),Healthcare Infrastructure,Paver block road and drain construction Part 2 at Village-Sundarpur,Paver block road and drain construction Part 2 at Village-Sundarpur under rural scheme.,Block-1,Village-Sundarpur,26.299631,73.065776,True,488000.0,488000.0,488000.0,0.0,2023-08-26,2023-09-11,2023-09-21,2024-05-24,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,Public Works Department (PWD)
MPLADS-DEMO-000303,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Mysuru,Representative Mysuru (Simulated),Healthcare Infrastructure,Paver block road and drain construction Part 3 at Village-Sundarpur,Paver block road and drain construction Part 3 at Village-Sundarpur under rural scheme.,Block-1,Village-Sundarpur,12.339375,76.591271,True,489000.0,489000.0,489000.0,0.0,2023-08-27,2023-09-12,2023-09-22,2023-11-25,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,Minor Irrigation Division
MPLADS-DEMO-000304,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Coimbatore,Representative Coimbatore (Simulated),Rural Connectivity & Roads,Paver block road and drain construction Part 1 at Village-Ramnagar,Paver block road and drain construction Part 1 at Village-Ramnagar under rural scheme.,Block-2,Village-Ramnagar,10.980494,76.98412,True,496000.0,496000.0,496000.0,0.0,2023-08-16,2023-09-10,2023-09-20,2024-02-23,Completed,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,Municipal Corporation Public Works
MPLADS-DEMO-000305,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Kozhikode,Representative Kozhikode (Simulated),Education & Schools,Paver block road and drain construction Part 2 at Village-Ramnagar,Paver block road and drain construction Part 2 at Village-Ramnagar under rural scheme.,Block-2,Village-Ramnagar,11.201379,75.795601,True,491000.0,491000.0,491000.0,0.0,2023-08-28,2023-09-11,2023-09-21,2023-11-11,Completed,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,Minor Irrigation Division
MPLADS-DEMO-000306,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Gujarat,Rajkot,Lucknow,Representative Lucknow (Simulated),Renewable Energy,Paver block road and drain construction Part 3 at Village-Ramnagar,Paver block road and drain construction Part 3 at Village-Ramnagar under rural scheme.,Block-2,Village-Ramnagar,26.806806,80.966594,True,490000.0,490000.0,490000.0,0.0,2023-08-29,2023-09-12,2023-09-22,2024-09-16,Completed,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,Panchayati Raj Engineering Division
MPLADS-DEMO-000307,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Ernakulam,Representative Ernakulam (Simulated),Healthcare Infrastructure,Paver block road and drain construction Part 1 at Village-Shivpur,Paver block road and drain construction Part 1 at Village-Shivpur under rural scheme.,Block-3,Village-Shivpur,9.938285,76.258352,True,493000.0,493000.0,493000.0,0.0,2023-08-27,2023-09-10,2023-09-20,2024-08-04,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPLADS-DEMO-000308,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Bhopal,Representative Bhopal (Simulated),Irrigation & Water Conservation,Paver block road and drain construction Part 2 at Village-Shivpur,Paver block road and drain construction Part 2 at Village-Shivpur under rural scheme.,Block-3,Village-Shivpur,23.3023,77.389649,True,486000.0,486000.0,486000.0,0.0,2023-08-20,2023-09-11,2023-09-21,2024-10-25,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,Public Works Department (PWD)
MPLADS-DEMO-000309,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Kozhikode,Representative Kozhikode (Simulated),Community Infrastructure,Paver block road and drain construction Part 3 at Village-Shivpur,Paver block road and drain construction Part 3 at Village-Shivpur under rural scheme.,Block-3,Village-Shivpur,11.195919,75.732961,True,495000.0,495000.0,495000.0,0.0,2023-08-25,2023-09-12,2023-09-22,2023-11-15,Completed,CONTRACTOR-DEMO-0001,Apex Infrastructure Ltd,Municipal Corporation Public Works
MPLADS-DEMO-000310,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Dharwad,Representative Dharwad (Simulated),Renewable Energy,Paver block road and drain construction Part 1 at Village-Kalyanpur,Paver block road and drain construction Part 1 at Village-Kalyanpur under rural scheme.,Block-4,Village-Kalyanpur,15.406157,75.002648,True,494000.0,494000.0,494000.0,0.0,2023-08-19,2023-09-10,2023-09-20,,In Progress,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,Public Works Department (PWD)
MPLADS-DEMO-000311,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Coimbatore,Representative Coimbatore (Simulated),Education & Schools,Paver block road and drain construction Part 2 at Village-Kalyanpur,Paver block road and drain construction Part 2 at Village-Kalyanpur under rural scheme.,Block-4,Village-Kalyanpur,10.961836,76.93301,True,485000.0,485000.0,485000.0,0.0,2023-08-24,2023-09-11,2023-09-21,,In Progress,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,Panchayati Raj Engineering Division
MPLADS-DEMO-000312,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Varanasi,Surat,Representative Surat (Simulated),Irrigation & Water Conservation,Paver block road and drain construction Part 3 at Village-Kalyanpur,Paver block road and drain construction Part 3 at Village-Kalyanpur under rural scheme.,Block-4,Village-Kalyanpur,21.148671,72.880473,True,497000.0,497000.0,497000.0,0.0,2023-08-27,2023-09-12,2023-09-22,2024-11-05,Completed,CONTRACTOR-DEMO-0002,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPLADS-DEMO-000313,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Mysuru,Mysuru,Representative Mysuru (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-139,Construction of Open Air Gymnasium and Seating Area at Village-139. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-139,12.304239,76.616888,True,880000.0,855585.1,796343.77,83656.23,2023-08-04,2023-09-15,2023-11-01,,In Progress,CONTRACTOR-DEMO-0114,Hindustan Contractors,District Rural Development Agency (DRDA)
MPLADS-DEMO-000314,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Nizamabad,Nizamabad,Representative Nizamabad (Simulated),Education & Schools,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-34,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-34. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-34,18.651202,78.090961,True,760000.0,762927.67,615895.13,144104.87,2023-08-07,2023-09-17,2023-10-10,2024-04-25,Completed,CONTRACTOR-DEMO-0147,Alliance Engineers & Builders,Rural Engineering Service (RES)
MPLADS-DEMO-000315,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Education & Schools,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-144,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-144. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-144,13.07958,77.598437,True,1010000.0,989179.06,819351.52,190648.48,2023-08-23,2023-09-26,2023-10-16,,In Progress,CONTRACTOR-DEMO-0109,Surya Shakti Contractors,Panchayati Raj Engineering Division
MPLADS-DEMO-000316,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Rural Connectivity & Roads,Interlocking Paver Block Road Installation along Main Street in Village-83,Interlocking Paver Block Road Installation along Main Street in Village-83. Execution by authorized implementing agency following standard technical specifications.,Block-4,Village-83,24.565188,73.732703,True,1780000.0,1752206.2,1739344.69,40655.31,2023-11-26,2024-01-07,2024-01-31,2024-06-13,Completed,CONTRACTOR-DEMO-0055,Gitanjali Projects Ltd,Minor Irrigation Division
MPLADS-DEMO-000317,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Drinking Water & Sanitation,Installation of Community RO Water Purification Plant at Village-29,Installation of Community RO Water Purification Plant at Village-29. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-29,24.616546,73.679096,True,990000.0,1023796.99,940314.91,49685.09,2024-03-09,2024-04-10,2024-04-25,2024-08-06,Completed,CONTRACTOR-DEMO-0082,Siddhartha Construction Co,Panchayati Raj Engineering Division
MPLADS-DEMO-000318,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Karnataka,Bengaluru Rural,Bengaluru Rural,Representative Bengaluru Rural (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-54,Construction of Open Air Gymnasium and Seating Area at Village-54. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-54,13.095702,77.530344,True,1290000.0,1292401.04,1044243.83,245756.17,2023-09-19,2023-10-12,2023-10-28,2024-05-24,Completed,CONTRACTOR-DEMO-0015,Maruti Contractors,District Rural Development Agency (DRDA)
MPLADS-DEMO-000319,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Nashik,Nashik,Representative Nashik (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-52,Construction of Open Air Gymnasium and Seating Area at Village-52. Execution by authorized implementing agency following standard technical specifications.,Block-3,Village-52,20.035095,73.805135,True,660000.0,658149.93,638477.79,21522.21,2023-02-18,2023-03-28,2023-04-29,2023-10-13,Completed,CONTRACTOR-DEMO-0031,Shiv Shakti Buildcon Pvt Ltd,Public Works Department (PWD)
MPLADS-DEMO-000320,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Jaipur,Jaipur,Representative Jaipur (Simulated),Irrigation & Water Conservation,Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-99,Construction of Reinforced Concrete Irrigation Sluice Gate and Channel in Village-99. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-99,26.877452,75.771791,True,1800000.0,1742342.93,1480598.77,319401.23,2024-04-02,2024-04-21,2024-05-17,,In Progress,CONTRACTOR-DEMO-0121,Apex Engineering Works,Municipal Corporation Public Works
MPLADS-DEMO-000321,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Ganjam,Aska,Representative Ganjam (Simulated),Healthcare Infrastructure,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-11,Construction of Maternity & Child Healthcare Ward at Primary Health Sub-Center Village-11. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-11,19.347161,84.993824,True,2650000.0,2647865.76,2441206.14,208793.86,2023-01-24,2023-03-01,2023-04-07,2023-09-06,Completed,CONTRACTOR-DEMO-0064,Sai Civil Projects,Municipal Corporation Public Works
MPLADS-DEMO-000322,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Uttar Pradesh,Gorakhpur,Gorakhpur,Representative Gorakhpur (Simulated),Irrigation & Water Conservation,Construction of Check Dam and Water Harvesting Percolation Tank at Village-161,Construction of Check Dam and Water Harvesting Percolation Tank at Village-161. Execution by authorized implementing agency following standard technical specifications.,Block-2,Village-161,26.729098,83.358532,True,2140000.0,2223949.9,2069704.08,70295.92,2024-05-14,2024-06-14,2024-07-13,,In Progress,CONTRACTOR-DEMO-0104,Panchsheel Enterprises,Minor Irrigation Division
MPLADS-DEMO-000323,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Pune,Pune,Representative Pune (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-134,Renovation and Expansion of Village Panchayat Bhavan in Village-134. Execution by authorized implementing agency following standard technical specifications.,Block-5,Village-134,18.580279,73.871318,True,1980000.0,1966905.6,1745898.0,234102.0,2023-08-21,2023-09-23,2023-10-29,2024-02-14,Completed,CONTRACTOR-DEMO-0056,Om Construction Co,Minor Irrigation Division
MPLADS-DEMO-000324,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Pune,Pune,Representative Pune (Simulated),Renewable Energy,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-176,Installation of 10kW Rooftop Solar Power System at Primary Health Center Village-176. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-176,18.559414,73.903836,True,790000.0,801915.23,755783.46,34216.54,2024-04-24,2024-05-16,2024-06-27,2024-10-17,Completed,CONTRACTOR-DEMO-0171,Golden Contractors,Municipal Corporation Public Works
MPLADS-DEMO-000325,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Ganjam,Aska,Representative Ganjam (Simulated),Drinking Water & Sanitation,Drilling of Deep Borewell and Solar-Powered Overhead Water Tank at Village-18,Drilling of Deep Borewell and Solar-Powered Overhead Water Tank at Village-18. Execution by authorized implementing agency following standard technical specifications.,Block-9,Village-18,19.387454,85.048318,True,570000.0,555596.57,537561.4,32438.6,2023-03-30,2023-04-14,2023-05-19,2023-11-15,Completed,CONTRACTOR-DEMO-0109,Surya Shakti Contractors,District Rural Development Agency (DRDA)
MPLADS-DEMO-000326,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Jabalpur,Jabalpur,Representative Jabalpur (Simulated),Healthcare Infrastructure,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-190,Development of Emergency Cold Storage and Pharmacy Room at Hospital Village-190. Execution by authorized implementing agency following standard technical specifications.,Block-1,Village-190,23.152094,80.022684,True,1330000.0,1290796.48,1005514.04,324485.96,2023-11-24,2023-12-25,2024-01-23,2024-06-05,Completed,CONTRACTOR-DEMO-0179,Om Infra Solutions,Public Works Department (PWD)
MPLADS-DEMO-000327,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Rajasthan,Udaipur,Udaipur,Representative Udaipur (Simulated),Community Infrastructure,Renovation and Expansion of Village Panchayat Bhavan in Village-35,Renovation and Expansion of Village Panchayat Bhavan in Village-35. Execution by authorized implementing agency following standard technical specifications.,Block-6,Village-35,24.585702,73.726113,True,2350000.0,2290587.58,1971922.29,378077.71,2023-09-14,2023-10-06,2023-10-31,,In Progress,CONTRACTOR-DEMO-0012,Vanguard Rural Developers,Panchayati Raj Engineering Division
MPLADS-DEMO-000328,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Telangana,Warangal,Warangal,Representative Warangal (Simulated),Community Infrastructure,Construction of Open Air Gymnasium and Seating Area at Village-106,Construction of Open Air Gymnasium and Seating Area at Village-106. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-106,17.932832,79.616374,True,850000.0,867528.81,650429.65,199570.35,2024-05-03,2024-06-14,2024-07-30,,In Progress,CONTRACTOR-DEMO-0121,Apex Engineering Works,Rural Engineering Service (RES)
MPLADS-DEMO-000329,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Madhya Pradesh,Bhopal,Bhopal,Representative Bhopal (Simulated),Education & Schools,Construction of Additional Classrooms at Govt Senior Secondary School Village-156,Construction of Additional Classrooms at Govt Senior Secondary School Village-156. Execution by authorized implementing agency following standard technical specifications.,Block-7,Village-156,23.290493,77.397049,True,2200000.0,2181370.52,2125204.4,74795.6,2023-11-03,2023-11-19,2024-01-06,,In Progress,CONTRACTOR-DEMO-0120,Golden Projects Ltd,Public Works Department (PWD)
MPLADS-DEMO-000330,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Cuttack,Cuttack,Representative Cuttack (Simulated),Drinking Water & Sanitation,Laying of Underground Drinking Water Pipeline Distribution in Village-189,Laying of Underground Drinking Water Pipeline Distribution in Village-189. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-189,20.402603,85.868362,True,860000.0,838661.7,731943.76,128056.24,2024-04-11,2024-05-14,2024-06-16,2024-12-16,Completed,CONTRACTOR-DEMO-0079,Balaji Civil Projects,Municipal Corporation Public Works
MPLADS-DEMO-000331,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Odisha,Ganjam,Aska,Representative Ganjam (Simulated),Community Infrastructure,Development of Public Recreation Shed and Boundary Wall in Village-119,Development of Public Recreation Shed and Boundary Wall in Village-119. Execution by authorized implementing agency following standard technical specifications.,Block-10,Village-119,19.422886,84.983721,True,1540000.0,1492342.74,1430826.57,109173.43,2024-05-09,2024-05-31,2024-07-10,,In Progress,CONTRACTOR-DEMO-0119,Shiv Shakti Infrastructure Ltd,Public Works Department (PWD)
MPLADS-DEMO-000332,DEMO-SYNTHETIC-v1,SYNTHETIC_DEMONSTRATION,MPLADS_STYLE_STRUCTURE,Maharashtra,Nashik,Nashik,Representative Nashik (Simulated),Education & Schools,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-117,Installation of Digital Smart Classroom and Computer Lab Infrastructure at Village-117. Execution by authorized implementing agency following standard technical specifications.,Block-8,Village-117,19.944223,73.76693,True,900000.0,915722.98,700573.65,199426.35,2023-03-14,2023-04-25,2023-06-02,,In Progress,CONTRACTOR-DEMO-0185,United Construction Co,Panchayati Raj Engineering Division
