note_id,case_id,author,author_role,created_at,note_text,action_taken
NOTE-DEMO-000096,CASE-MPLADS-DEMO-000072,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-20T11:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000097,CASE-MPLADS-DEMO-000073,R. Verma (Auditor),AUDITOR,2024-05-13T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000073 in district Surat. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000098,CASE-MPLADS-DEMO-000073,R. Verma (Auditor),AUDITOR,2024-05-17T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000099,CASE-MPLADS-DEMO-000073,R. Verma (Auditor),AUDITOR,2024-05-21T14:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000100,CASE-MPLADS-DEMO-000074,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-14T12:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000074 in district Mysuru. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000101,CASE-MPLADS-DEMO-000074,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-18T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000102,CASE-MPLADS-DEMO-000074,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-22T14:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000103,CASE-MPLADS-DEMO-000075,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-15T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000075 in district Ganjam. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000104,CASE-MPLADS-DEMO-000075,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-19T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000105,CASE-MPLADS-DEMO-000075,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-23T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000106,CASE-MPLADS-DEMO-000076,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-16T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000076 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000107,CASE-MPLADS-DEMO-000076,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-20T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000108,CASE-MPLADS-DEMO-000076,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-24T15:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000109,CASE-MPLADS-DEMO-000077,R. Verma (Auditor),AUDITOR,2024-05-17T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000077 in district Udaipur. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000110,CASE-MPLADS-DEMO-000077,R. Verma (Auditor),AUDITOR,2024-05-21T12:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000111,CASE-MPLADS-DEMO-000077,R. Verma (Auditor),AUDITOR,2024-05-25T13:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000112,CASE-MPLADS-DEMO-000078,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-18T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000078 in district Wayanad. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000113,CASE-MPLADS-DEMO-000078,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-22T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000114,CASE-MPLADS-DEMO-000078,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-26T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000115,CASE-MPLADS-DEMO-000079,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-19T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000079 in district Pune. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000116,CASE-MPLADS-DEMO-000079,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-23T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000117,CASE-MPLADS-DEMO-000079,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-27T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000118,CASE-MPLADS-DEMO-000080,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-20T12:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000080 in district Mysuru. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000119,CASE-MPLADS-DEMO-000080,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-24T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000120,CASE-MPLADS-DEMO-000080,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-28T13:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000121,CASE-MPLADS-DEMO-000081,R. Verma (Auditor),AUDITOR,2024-05-21T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000081 in district Gorakhpur. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000122,CASE-MPLADS-DEMO-000081,R. Verma (Auditor),AUDITOR,2024-05-25T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000123,CASE-MPLADS-DEMO-000081,R. Verma (Auditor),AUDITOR,2024-05-29T14:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000124,CASE-MPLADS-DEMO-000082,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-22T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000082 in district Ernakulam. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000125,CASE-MPLADS-DEMO-000082,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-26T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000126,CASE-MPLADS-DEMO-000082,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-30T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000127,CASE-MPLADS-DEMO-000301,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-23T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000301 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000128,CASE-MPLADS-DEMO-000301,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-27T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000129,CASE-MPLADS-DEMO-000301,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-31T15:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000130,CASE-MPLADS-DEMO-000302,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-24T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000302 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000131,CASE-MPLADS-DEMO-000302,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-28T12:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000132,CASE-MPLADS-DEMO-000302,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-01T15:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000133,CASE-MPLADS-DEMO-000303,R. Verma (Auditor),AUDITOR,2024-05-25T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000303 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000134,CASE-MPLADS-DEMO-000303,R. Verma (Auditor),AUDITOR,2024-05-29T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000135,CASE-MPLADS-DEMO-000303,R. Verma (Auditor),AUDITOR,2024-06-02T12:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000136,CASE-MPLADS-DEMO-000304,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-26T15:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000304 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000137,CASE-MPLADS-DEMO-000304,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-30T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000138,CASE-MPLADS-DEMO-000304,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-03T12:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000139,CASE-MPLADS-DEMO-000305,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-27T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000305 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000140,CASE-MPLADS-DEMO-000305,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-31T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000141,CASE-MPLADS-DEMO-000305,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-04T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000142,CASE-MPLADS-DEMO-000306,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-05-28T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000306 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000143,CASE-MPLADS-DEMO-000306,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-01T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000144,CASE-MPLADS-DEMO-000306,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-05T13:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000145,CASE-MPLADS-DEMO-000307,R. Verma (Auditor),AUDITOR,2024-05-29T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000307 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000146,CASE-MPLADS-DEMO-000307,R. Verma (Auditor),AUDITOR,2024-06-02T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000147,CASE-MPLADS-DEMO-000307,R. Verma (Auditor),AUDITOR,2024-06-06T12:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000148,CASE-MPLADS-DEMO-000308,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-05-30T15:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000308 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000149,CASE-MPLADS-DEMO-000308,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-03T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000150,CASE-MPLADS-DEMO-000308,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-07T14:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000151,CASE-MPLADS-DEMO-000309,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-05-31T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000309 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000152,CASE-MPLADS-DEMO-000309,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-04T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000153,CASE-MPLADS-DEMO-000309,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-08T13:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000154,CASE-MPLADS-DEMO-000310,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-01T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000310 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000155,CASE-MPLADS-DEMO-000310,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-05T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000156,CASE-MPLADS-DEMO-000310,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-09T15:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000157,CASE-MPLADS-DEMO-000311,R. Verma (Auditor),AUDITOR,2024-06-02T15:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000311 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000158,CASE-MPLADS-DEMO-000311,R. Verma (Auditor),AUDITOR,2024-06-06T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000159,CASE-MPLADS-DEMO-000311,R. Verma (Auditor),AUDITOR,2024-06-10T15:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000160,CASE-MPLADS-DEMO-000312,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-03T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000312 in district Varanasi. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000161,CASE-MPLADS-DEMO-000312,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-07T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000162,CASE-MPLADS-DEMO-000312,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-11T15:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000163,CASE-MPLADS-DEMO-000601,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-04T12:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000601 in district Indore. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000164,CASE-MPLADS-DEMO-000601,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-08T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000165,CASE-MPLADS-DEMO-000601,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-12T15:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000166,CASE-MPLADS-DEMO-000602,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-05T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000602 in district Ernakulam. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000167,CASE-MPLADS-DEMO-000602,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-09T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000168,CASE-MPLADS-DEMO-000602,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-13T14:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000169,CASE-MPLADS-DEMO-000603,R. Verma (Auditor),AUDITOR,2024-06-06T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000603 in district Surat. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000170,CASE-MPLADS-DEMO-000603,R. Verma (Auditor),AUDITOR,2024-06-10T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000171,CASE-MPLADS-DEMO-000603,R. Verma (Auditor),AUDITOR,2024-06-14T15:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000172,CASE-MPLADS-DEMO-000604,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-07T12:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000604 in district Ernakulam. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000173,CASE-MPLADS-DEMO-000604,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-11T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000174,CASE-MPLADS-DEMO-000604,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-06-15T13:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000175,CASE-MPLADS-DEMO-000605,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-08T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000605 in district Dharwad. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000176,CASE-MPLADS-DEMO-000605,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-12T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000177,CASE-MPLADS-DEMO-000605,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-06-16T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000178,CASE-MPLADS-DEMO-000606,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-09T11:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000606 in district Ernakulam. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000179,CASE-MPLADS-DEMO-000606,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-13T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000180,CASE-MPLADS-DEMO-000606,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-06-17T13:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000181,CASE-MPLADS-DEMO-000607,R. Verma (Auditor),AUDITOR,2024-04-11T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000607 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000182,CASE-MPLADS-DEMO-000607,R. Verma (Auditor),AUDITOR,2024-04-15T14:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000183,CASE-MPLADS-DEMO-000607,R. Verma (Auditor),AUDITOR,2024-04-19T15:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000184,CASE-MPLADS-DEMO-000608,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-04-12T12:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000608 in district Rajkot. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000185,CASE-MPLADS-DEMO-000608,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-04-16T11:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000186,CASE-MPLADS-DEMO-000608,P. Patel (Senior Audit Officer),SENIOR_AUDITOR,2024-04-20T12:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000187,CASE-MPLADS-DEMO-000609,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-04-13T15:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000609 in district Madurai. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000188,CASE-MPLADS-DEMO-000609,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-04-17T12:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000189,CASE-MPLADS-DEMO-000609,Dr. K. Rao (Lead Forensic Auditor),LEAD_INVESTIGATOR,2024-04-21T11:30:00,Under active evaluation. Awaiting response from regional PWD division regarding revised technical estimate.,Follow-up reminder transmitted
NOTE-DEMO-000190,CASE-MPLADS-DEMO-000610,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-04-14T13:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000610 in district Wayanad. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000191,CASE-MPLADS-DEMO-000610,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-04-18T15:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
NOTE-DEMO-000192,CASE-MPLADS-DEMO-000610,A. Sharma (District Monitoring Officer),DISTRICT_OFFICER,2024-04-22T11:30:00,"Due to unresolved evidence discrepancies between registered GPS coordinates and uploaded completion photo EXIF, case escalated for Senior District Magistrate review and multi-department joint physical verification.",Escalated to State Audit Directorate
NOTE-DEMO-000193,CASE-MPLADS-DEMO-000611,R. Verma (Auditor),AUDITOR,2024-04-15T14:30:00,Initiated comprehensive audit desk review for project MPLADS-DEMO-000611 in district Nashik. Cross-referenced initial administrative sanction against public procurement schedules.,Administrative records retrieved and indexed
NOTE-DEMO-000194,CASE-MPLADS-DEMO-000611,R. Verma (Auditor),AUDITOR,2024-04-19T13:30:00,Review highlighted significant divergence from sectoral expenditure benchmarks or spatial proximity to adjacent registered works. Supporting contractor sub-vouchers requested.,Requested itemized material procurement bills
